,year,rating,review,roberta_neg,roberta_neu,roberta_pos
9762,2016,5,"I use the hopper app but I like this one better, it has more accurate information and has more options",,,
9763,2016,5,"This is app is awesome because is easy to use, intuitive, elegant.",,,
9764,2016,5,Search options improved over few years and skyscanner saves time,,,
9765,2016,5,"Love love this app, bought 2 tickets from here and great prices.",,,
9766,2016,5,I'm fly on an almost weekly basis....skyscanner never let me down....,,,
9767,2016,5,Very helpfull app always u know about ur ticket and travel info,,,
9768,2016,5,What a great way to save yourself some money! Love it!,,,
9769,2016,5,Can suggest low peaks dates of travel which can be useful for saving.,,,
9770,2016,5,I use this app everyday and love how easy it is. Great app!,,,
9771,2016,5,Its good easy to use great how it shows prices as a graph,,,
9772,2016,5,Fantastic app that lets me make easy travel decisions,,,
9773,2016,5,Amazing search engines thoughut all airlines and pricining,,,
9774,2016,2,Can't find multi search so I'll go back to the website,,,
9775,2016,5,Help you to find out airlines with a cheapest price.,,,
9776,2016,5,Cheapest flights I found for 5 people and at the right times,,,
9777,2016,5,Absolutely awesome app! Big thumbs up to the developers of this amazing app!!!!,,,
9778,2016,5,Banyak pilihan penerbangan dan tidak terlalu rumit peng aplikasian nya,,,
9779,2016,5,Im not getting anything to push to book a flight please help,,,
9780,2016,1,"The unique thing about sky scanner used to be that it would show great deals to various locations, so for instance if you want to tour Europe but don't care where you fly in and it of you can save hundreds by setting that one city happens to be way cheaper at that time.  I'm Uninstalling, it's worthless. Then they told me the everywhere function is under top deals,  but it's not.  And they got rid of the multi month calendar where you could look and see what days were cheaper to travel",,,
9781,2016,4,I have had the older version of this app for ages and was my favourite  for booking flights and searching . Was a bit shocked how much you changed it in the update.  But I just started playing with it then and I'm  getting used to it . I think it's just so different  from before regular uses get a bit shocked I can see what your trying to do and I think a bit more use I will love it:),,,
9782,2016,1,"Terrible user interface, impossible to search normally. F this thing. Use kayak or literally any other app. Their website is fine. This is terrible. The developers should be hung and quartered.",,,
9783,2016,1,"This app is just useless. When searching for a flight you're sent round in circles, back to the same annoying calendar pages to select direct flights that it says exist but sends you on a three stop round the world tour once you try to select",,,
9784,2016,4,I find this app super handy at finding me the best flight deal for domestic and international travel. Not 5 stars yet becuase it likes going blank on me!,,,
9785,2016,5,This is my go to app for flights. Hands down these are the lowest prices that can be found. I even recommend this app to my customers as a travel agent!,,,
9786,2016,4,Best tool for finding flights. Would be 5star if you could search destinations and get best carriers for a season (not exact dates),,,
9787,2016,5,"Fantastic app, always gives the best prices available, have been able to travel to countries I never thought I'd visit! Thanks!",,,
9788,2016,5,"When tested against actual flight operators the results are the same, therefore providing a good central source comparison. Nice one.",,,
9789,2016,5,Love the easy to use filters in order to narrow down what you are really looking for in a flight. This is my go to App for any type of travel plans.,,,
9790,2016,5,nice useful app. we find correct price and so easy. I love it,,,
9791,2016,5,Heard about this app through my travel travel group. It's great finding deals on international aswell as domestic flights.,,,
9792,2016,4,"Still seems to have trouble including / considering Jetstar flights from Townsville to Bali, moreso seems to miss Air Asia Bali to Bangkok domestic terminal, otherwise seems great.",,,
9793,2016,4,With simple selection of your traveling date you will get bunch of list from different airlines will flying if date selected. Awesome..***,,,
9794,2016,5,I love the calender being color coded to show what days are cheaper. this is the first app I look at when planning a trip,,,
9795,2016,1,After new updates very bad and at all useful. I uninstalled the application.,,,
9796,2016,5,So easy and convenient to book the best prices!  Love this App.,,,
9797,2016,1,I always encounter the network error! I can't even access the website.,,,
9798,2016,4,All good except I would be better if we could do multi-city searches as well.,,,
9799,2016,4,Don't get me wrong the app is working good but need to improve the search and the selection of the flight option,,,
9800,2016,4,Love all the functions and that it watches potential itineraries for me. Need multi-city function tho.,,,
9801,2016,4,This app is good. Although I don't like the new search bar.,,,
9802,2016,1,As soon as you select a departure date all of the available return flights disappear from view,,,
9803,2016,4,"So far so good,we will see if I catch a great deal to make it 5 stars",,,
9804,2016,3,If you want a quick and easy to use reference for prices this is ok,,,
9805,2016,4,"Add an option where i can set a price range for a ticket,  and be notified if avaliable .",,,
9806,2016,4,Great app for comparison of flight costs and times and a graphical view of when cheapest months are,,,
9807,2016,5,"Really helpful app, fast and effective...... Great work guys :)",,,
9808,2016,5,Has everything you need  in order to find the best solution!,,,
9809,2016,5,"I have been using this app for over two years, I  highly recommend it.",,,
9810,2016,5,Great app so easy to use easy online purchase have had no problems,,,
9811,2016,5,The best flight search app with the most options for filtering the results.,,,
9812,2016,5,"This is  the easiest to search and it remembers, making it simple to watch a fare.",,,
